Rank,Population,Zip,Popularion Density,Population,Zip
1019,3939,14882 ,118.2/sq mi,3939,14882 
1020,6050,14070 ,117.7/sq mi,6050,14070 
1021,3763,12526 ,116.9/sq mi,3763,12526 
1022,3104,14172 ,116.3/sq mi,3104,14172 
1023,4111,12833 ,116.1/sq mi,4111,12833 
1024,1311,14894 ,116.0/sq mi,1311,14894 
1025,385,12483 ,114.8/sq mi,385,12483 
1026,55,12438 ,114.4/sq mi,55,12438 
1027,442,14816 ,114.1/sq mi,442,14816 
1028,1909,13145 ,113.7/sq mi,1909,13145 
1029,337,12749 ,113.6/sq mi,337,12749 
1030,385,12176 ,112.4/sq mi,385,12176 
1031,4828,14131 ,112.3/sq mi,4828,14131 
1032,3945,13637 ,111.9/sq mi,3945,13637 
1033,2375,13363 ,111.9/sq mi,2375,13363 
1034,80,13794 ,111.5/sq mi,80,13794 
1035,8543,13035 ,111.3/sq mi,8543,13035 
1036,1284,13744 ,110.8/sq mi,1284,13744 
1037,5697,13068 ,110.7/sq mi,5697,13068 
1038,664,13777 ,110.3/sq mi,664,13777 
1039,123,10953 ,110.3/sq mi,123,10953 
1040,5456,14067 ,110.0/sq mi,5456,14067 
1041,5030,14787 ,109.3/sq mi,5030,14787 
1042,4864,12845 ,109.1/sq mi,4864,12845 
1043,7684,14141 ,108.7/sq mi,7684,14141 
1044,5392,14530 ,108.5/sq mi,5392,14530 
1045,6175,12090 ,108.3/sq mi,6175,12090 
1046,2368,12859 ,107.3/sq mi,2368,12859 
1047,1844,14466 ,107.1/sq mi,1844,14466 
1048,4879,13634 ,107.0/sq mi,4879,13634 
1049,3835,12404 ,106.8/sq mi,3835,12404 
1050,7261,14489 ,106.7/sq mi,7261,14489 
1051,6761,13114 ,106.3/sq mi,6761,13114 
1052,317,13774 ,105.9/sq mi,317,13774 
1053,964,14769 ,105.7/sq mi,964,14769 
1054,3765,14125 ,105.0/sq mi,3765,14125 
1055,4467,13074 ,104.8/sq mi,4467,13074 
1056,16728,13676 ,103.9/sq mi,16728,13676 
1057,2048,11964 ,103.4/sq mi,2048,11964 
1058,4235,14532 ,103.3/sq mi,4235,14532 
1059,12444,14810 ,102.7/sq mi,12444,14810 
1060,2306,13685 ,102.6/sq mi,2306,13685 
1061,2200,13112 ,101.9/sq mi,2200,13112 
1062,2167,13160 ,101.8/sq mi,2167,13160 
1063,3834,13408 ,101.6/sq mi,3834,13408 
1064,1423,14028 ,101.3/sq mi,1423,14028 
1065,3281,12458 ,101.3/sq mi,3281,12458 
1066,132,12040 ,101.0/sq mi,132,12040 
1067,650,14872 ,101.0/sq mi,650,14872 
1068,4671,12790 ,100.9/sq mi,4671,12790 
1069,1731,12173 ,100.5/sq mi,1731,12173 
1070,1810,13607 ,100.3/sq mi,1810,13607 
1071,4303,13084 ,100.0/sq mi,4303,13084 
1072,281,12975 ,98.5/sq mi,281,12975 
1073,6500,14469 ,98.4/sq mi,6500,14469 
1074,650,12738 ,98.4/sq mi,650,12738 
1075,646,12791 ,98.4/sq mi,646,12791 
1076,4272,12157 ,97.8/sq mi,4272,12157 
1077,1,10110 ,97.0/sq mi,1,10110 
1078,551,13776 ,96.9/sq mi,551,13776 
1079,2628,14471 ,96.9/sq mi,2628,14471 
1080,2183,12729 ,96.8/sq mi,2183,12729 
1081,3471,11954 ,96.8/sq mi,3471,11954 
1082,822,12485 ,96.7/sq mi,822,12485 
1083,3606,14416 ,96.6/sq mi,3606,14416 
1084,10706,13619 ,96.6/sq mi,10706,13619 
1085,5561,14871 ,96.4/sq mi,5561,14871 
1086,5280,13407 ,96.3/sq mi,5280,13407 
1087,1530,13428 ,96.2/sq mi,1530,13428 
1088,1008,11932 ,96.1/sq mi,1008,11932 
1089,3006,12068 ,95.4/sq mi,3006,12068 
1090,3456,14111 ,95.4/sq mi,3456,14111 
1091,12923,14527 ,95.3/sq mi,12923,14527 
1092,4828,14423 ,95.2/sq mi,4828,14423 
1093,1376,12746 ,94.9/sq mi,1376,12746 
1094,2836,14770 ,94.8/sq mi,2836,14770 
1095,419,13861 ,94.7/sq mi,419,13861 
1096,574,12412 ,94.6/sq mi,574,12412 
1097,5119,14036 ,94.2/sq mi,5119,14036 
1098,2313,13110 ,94.1/sq mi,2313,13110 
1099,6673,13077 ,94.0/sq mi,6673,13077 
1100,4634,14541 ,93.8/sq mi,4634,14541 
1101,6287,12822 ,93.5/sq mi,6287,12822 
1102,7236,14886 ,93.0/sq mi,7236,14886 
1103,1006,12463 ,92.7/sq mi,1006,12463 
1104,2348,13425 ,91.9/sq mi,2348,13425 
1105,3484,13668 ,91.8/sq mi,3484,13668 
1106,11314,14437 ,91.1/sq mi,11314,14437 
1107,1600,13304 ,90.8/sq mi,1600,13304 
1108,1363,12473 ,90.8/sq mi,1363,12473 
1109,912,13802 ,90.5/sq mi,912,13802 
1110,94,12024 ,90.2/sq mi,94,12024 
1111,1565,11930 ,90.2/sq mi,1565,11930 
1112,2229,14476 ,89.8/sq mi,2229,14476 
1113,4247,14105 ,89.7/sq mi,4247,14105 
1114,175,12195 ,89.5/sq mi,175,12195 
1115,286,13636 ,89.2/sq mi,286,13636 
1116,366,11958 ,89.2/sq mi,366,11958 
1117,3056,13167 ,89.1/sq mi,3056,13167 
1118,4655,14891 ,89.0/sq mi,4655,14891 
1119,1802,13477 ,89.0/sq mi,1802,13477 
1120,359,11975 ,88.8/sq mi,359,11975 
1121,2180,12185 ,88.7/sq mi,2180,12185 
1122,1119,12481 ,88.6/sq mi,1119,12481 
1123,1107,14864 ,88.6/sq mi,1107,14864 
1124,2550,12094 ,88.5/sq mi,2550,12094 
1125,300,12792 ,88.4/sq mi,300,12792 
1126,1767,14030 ,88.0/sq mi,1767,14030 
1127,3101,13606 ,87.9/sq mi,3101,13606 
1128,3167,14081 ,87.8/sq mi,3167,14081 
1129,2710,12501 ,87.7/sq mi,2710,12501 
1130,2152,12780 ,87.7/sq mi,2152,12780 
1131,5636,13624 ,87.7/sq mi,5636,13624 
1132,2989,14517 ,87.6/sq mi,2989,14517 
1133,2088,12461 ,87.3/sq mi,2088,12461 
1134,11243,13617 ,87.3/sq mi,11243,13617 
1135,4764,12545 ,86.6/sq mi,4764,12545 
1136,738,14069 ,86.5/sq mi,738,14069 
1137,1338,12431 ,86.4/sq mi,1338,12431 
1138,9802,14895 ,86.1/sq mi,9802,14895 
1139,5738,14867 ,85.4/sq mi,5738,14867 
1140,2008,12440 ,85.3/sq mi,2008,12440 
1141,2028,14139 ,84.9/sq mi,2028,14139 
1142,3279,10987 ,84.6/sq mi,3279,10987 
1143,1764,14550 ,84.5/sq mi,1764,14550 
1144,4467,14080 ,84.4/sq mi,4467,14080 
1145,260,13806 ,83.9/sq mi,260,13806 
1146,2352,13044 ,83.8/sq mi,2352,13044 
1147,1328,13328 ,83.7/sq mi,1328,13328 
1148,3639,12083 ,83.4/sq mi,3639,12083 
1149,1825,12748 ,82.6/sq mi,1825,12748 
1150,2799,13042 ,82.6/sq mi,2799,13042 
1151,3783,14042 ,82.4/sq mi,3783,14042 
1152,1033,12765 ,82.4/sq mi,1033,12765 
1153,238,12465 ,82.0/sq mi,238,12465 
1154,6141,13142 ,81.8/sq mi,6141,13142 
1155,6624,12832 ,81.8/sq mi,6624,12832 
1156,1586,12058 ,81.2/sq mi,1586,12058 
1157,346,12781 ,81.1/sq mi,346,12781 
1158,3787,13317 ,81.1/sq mi,3787,13317 
1159,6216,14569 ,81.0/sq mi,6216,14569 
1160,351,12823 ,80.8/sq mi,351,12823 
1161,4353,13140 ,80.8/sq mi,4353,13140 
1162,2429,14516 ,80.6/sq mi,2429,14516 
1163,237,13404 ,80.4/sq mi,237,13404 
1164,2365,14040 ,80.4/sq mi,2365,14040 
1165,150,12752 ,80.1/sq mi,150,12752 
1166,1016,12423 ,79.9/sq mi,1016,12423 
1167,1434,12125 ,79.8/sq mi,1434,12125 
1168,2247,14544 ,79.5/sq mi,2247,14544 
1169,2089,14477 ,79.4/sq mi,2089,14477 
1170,6294,14706 ,79.2/sq mi,6294,14706 
1171,3120,12075 ,79.0/sq mi,3120,12075 
1172,2894,14435 ,79.0/sq mi,2894,14435 
1173,2216,13746 ,78.5/sq mi,2216,13746 
1174,1865,14481 ,78.5/sq mi,1865,14481 
1175,1725,12523 ,78.1/sq mi,1725,12523 
1176,2849,12074 ,78.0/sq mi,2849,12074 
1177,1901,12137 ,78.0/sq mi,1901,12137 
1178,156,13751 ,78.0/sq mi,156,13751 
1179,558,12405 ,77.8/sq mi,558,12405 
1180,184,13123 ,77.8/sq mi,184,13123 
1181,6448,12972 ,77.4/sq mi,6448,12972 
1182,4531,13862 ,77.2/sq mi,4531,13862 
1183,2750,13478 ,76.8/sq mi,2750,13478 
1184,1452,13028 ,76.5/sq mi,1452,13028 
1185,1857,13034 ,76.1/sq mi,1857,13034 
1186,3520,14757 ,76.1/sq mi,3520,14757 
1187,2611,13409 ,75.7/sq mi,2611,13409 
1188,5199,14590 ,75.7/sq mi,5199,14590 
1189,2973,13308 ,75.6/sq mi,2973,13308 
1190,919,13322 ,75.3/sq mi,919,13322 
1191,2515,14012 ,75.3/sq mi,2515,14012 
1192,206,12844 ,75.3/sq mi,206,12844 
1193,3426,12117 ,75.2/sq mi,3426,12117 
1194,2903,12919 ,75.0/sq mi,2903,12919 
1195,298,12961 ,74.5/sq mi,298,12961 
1196,5532,14009 ,74.4/sq mi,5532,14009 
1197,1076,14143 ,74.2/sq mi,1076,14143 
1198,1739,12121 ,73.8/sq mi,1739,12121 
1199,4697,12992 ,73.7/sq mi,4697,12992 
1200,4605,12053 ,73.7/sq mi,4605,12053 
1201,2703,13734 ,73.5/sq mi,2703,13734 
1202,15679,12953 ,73.0/sq mi,15679,12953 
1203,89,13675 ,73.0/sq mi,89,13675 
1204,2755,14521 ,72.9/sq mi,2755,14521 
1205,555,13310 ,72.4/sq mi,555,13310 
1206,1275,12719 ,72.1/sq mi,1275,12719 
1207,3837,13329 ,71.8/sq mi,3837,13329 
1208,1551,12067 ,71.8/sq mi,1551,12067 
1209,2202,14427 ,71.7/sq mi,2202,14427 
1210,166,14874 ,71.7/sq mi,166,14874 
1211,2432,14422 ,71.3/sq mi,2432,14422 
1212,6243,12834 ,71.2/sq mi,6243,12834 
1213,2299,13812 ,70.7/sq mi,2299,13812 
1214,2425,12783 ,70.6/sq mi,2425,12783 
1215,296,06390 ,70.1/sq mi,296,06390 
1216,2328,12921 ,69.8/sq mi,2328,12921 
1217,185,13651 ,69.8/sq mi,185,13651 
1218,5228,14572 ,69.7/sq mi,5228,14572 
1219,2162,13156 ,69.4/sq mi,2162,13156 
1220,3359,14710 ,69.4/sq mi,3359,14710 
1221,3682,13131 ,69.4/sq mi,3682,13131 
1222,1581,13694 ,69.1/sq mi,1581,13694 
1223,2961,12154 ,69.0/sq mi,2961,12154 
1224,1032,12837 ,69.0/sq mi,1032,12837 
1225,1536,13054 ,68.9/sq mi,1536,13054 
1226,5569,14837 ,68.7/sq mi,5569,14837 
1227,4329,12816 ,68.1/sq mi,4329,12816 
1228,4633,12446 ,68.0/sq mi,4633,12446 
1229,2648,13101 ,67.7/sq mi,2648,13101 
1230,5357,13159 ,67.5/sq mi,5357,13159 
1231,9134,13365 ,67.3/sq mi,9134,13365 
1232,5695,12887 ,67.3/sq mi,5695,12887 
1233,4700,14510 ,67.1/sq mi,4700,14510 
1234,3079,14098 ,66.9/sq mi,3079,14098 
1235,621,11965 ,66.8/sq mi,621,11965 
1236,3461,12809 ,66.7/sq mi,3461,12809 
1237,1343,14869 ,66.6/sq mi,1343,14869 
1238,4228,13811 ,66.5/sq mi,4228,13811 
1239,36,11931 ,66.0/sq mi,36,11931 
1240,3137,12850 ,65.8/sq mi,3137,12850 
1241,2195,14718 ,65.7/sq mi,2195,14718 
1242,2870,13143 ,65.5/sq mi,2870,13143 
1243,2090,12723 ,65.0/sq mi,2090,12723 
1244,2816,14715 ,64.8/sq mi,2816,14715 
1245,3794,13743 ,64.5/sq mi,3794,13743 
1246,3185,13730 ,64.2/sq mi,3185,13730 
1247,2960,12546 ,64.2/sq mi,2960,12546 
1248,1799,13026 ,63.9/sq mi,1799,13026 
1249,2228,13673 ,63.8/sq mi,2228,13673 
1250,1698,12059 ,63.7/sq mi,1698,12059 
1251,955,12156 ,63.6/sq mi,955,12156 
1252,3419,13480 ,63.4/sq mi,3419,13480 
1253,3939,13033 ,63.4/sq mi,3939,13033 
1254,991,12824 ,63.3/sq mi,991,12824 
1255,3294,13354 ,63.2/sq mi,3294,13354 
1256,1196,12592 ,63.2/sq mi,1196,12592 
1257,2109,13797 ,63.1/sq mi,2109,13797 
1258,2928,12567 ,63.0/sq mi,2928,12567 
1259,452,11962 ,62.9/sq mi,452,11962 
1260,1095,12785 ,62.4/sq mi,1095,12785 
1261,4595,12885 ,62.3/sq mi,4595,12885 
1262,6784,13339 ,62.2/sq mi,6784,13339 
1263,3522,13825 ,62.1/sq mi,3522,13825 
1264,4121,14433 ,62.0/sq mi,4121,14433 
1265,3209,14561 ,61.9/sq mi,3209,14561 
1266,1576,13402 ,61.8/sq mi,1576,13402 
1267,674,13406 ,61.4/sq mi,674,13406 
1268,5020,12883 ,61.3/sq mi,5020,12883 
1269,6288,13118 ,61.2/sq mi,6288,13118 
1270,2120,12066 ,61.2/sq mi,2120,12066 
1271,5922,13778 ,60.8/sq mi,5922,13778 
1272,1136,13122 ,60.7/sq mi,1136,13122 
1273,2772,14525 ,60.7/sq mi,2772,14525 
1274,2032,14005 ,60.6/sq mi,2032,14005 
1275,128,12429 ,60.6/sq mi,128,12429 
1276,2130,12057 ,60.6/sq mi,2130,12057 
1277,5710,13753 ,60.5/sq mi,5710,13753 
1278,1270,14860 ,60.5/sq mi,1270,14860 
1279,1357,13796 ,60.4/sq mi,1357,13796 
1280,135,14732 ,60.3/sq mi,135,14732 
1281,4907,13605 ,60.3/sq mi,4907,13605 
1282,3017,13667 ,60.3/sq mi,3017,13667 
1283,4645,13452 ,60.2/sq mi,4645,13452 
1284,631,12517 ,60.2/sq mi,631,12517 
1285,2389,12918 ,60.2/sq mi,2389,12918 
1286,482,12766 ,59.9/sq mi,482,12766 
1287,1007,14825 ,59.7/sq mi,1007,14825 
1288,2160,14838 ,59.6/sq mi,2160,14838 
1289,1123,14571 ,59.5/sq mi,1123,14571 
1290,1058,12160 ,59.2/sq mi,1058,12160 
1291,730,13841 ,59.1/sq mi,730,13841 
1292,4213,13460 ,58.8/sq mi,4213,13460 
1293,2282,14847 ,58.5/sq mi,2282,14847 
1294,884,12092 ,58.4/sq mi,884,12092 
1295,5332,13733 ,58.4/sq mi,5332,13733 
1296,304,12115 ,58.3/sq mi,304,12115 
1297,188,12165 ,58.2/sq mi,188,12165 
1298,3893,13849 ,58.2/sq mi,3893,13849 
1299,6629,14779 ,58.2/sq mi,6629,14779 
1300,395,12762 ,57.8/sq mi,395,12762 
1301,5545,13326 ,57.7/sq mi,5545,13326 
1302,1496,14740 ,57.4/sq mi,1496,14740 
1303,1677,12062 ,57.4/sq mi,1677,12062 
1304,6373,13865 ,57.1/sq mi,6373,13865 
1305,1826,14533 ,56.8/sq mi,1826,14533 
1306,1706,13809 ,56.7/sq mi,1706,13809 
1307,280,13345 ,56.5/sq mi,280,13345 
1308,1496,13111 ,56.0/sq mi,1496,13111 
1309,4056,14883 ,55.8/sq mi,4056,14883 
1310,2561,12167 ,55.7/sq mi,2561,12167 
1311,702,13842 ,55.6/sq mi,702,13842 
1312,3289,12846 ,55.4/sq mi,3289,12846 
1313,2697,12072 ,55.4/sq mi,2697,12072 
1314,1937,12168 ,55.4/sq mi,1937,12168 
1315,3543,13787 ,55.3/sq mi,3543,13787 
1316,3641,14738 ,55.1/sq mi,3641,14738 
1317,4087,14772 ,55.1/sq mi,4087,14772 
1318,2190,14058 ,54.9/sq mi,2190,14058 
1319,537,12470 ,54.7/sq mi,537,12470 
1320,328,10975 ,54.6/sq mi,328,10975 
1321,227,12939 ,54.6/sq mi,227,12939 
1322,2967,14821 ,54.6/sq mi,2967,14821 
1323,1901,13063 ,54.5/sq mi,1901,13063 
1324,14,10985 ,54.5/sq mi,14,10985 
1325,1105,12029 ,54.3/sq mi,1105,12029 
1326,2672,13332 ,54.2/sq mi,2672,13332 
1327,2062,12737 ,54.1/sq mi,2062,12737 
1328,1522,14145 ,54.1/sq mi,1522,14145 
1329,2193,14726 ,53.9/sq mi,2193,14726 
1330,1995,13431 ,53.7/sq mi,1995,13431 
1331,2225,12916 ,53.6/sq mi,2225,12916 
1332,58,13826 ,53.6/sq mi,58,13826 
1333,92,12811 ,53.4/sq mi,92,12811 
1334,3876,12865 ,53.3/sq mi,3876,12865 
1335,9849,13642 ,53.3/sq mi,9849,13642 
1336,1702,12957 ,53.3/sq mi,1702,12957 
1337,2151,14817 ,53.3/sq mi,2151,14817 
1338,743,12457 ,53.2/sq mi,743,12457 
1339,728,12734 ,52.7/sq mi,728,12734 
1340,3110,14840 ,52.7/sq mi,3110,14840 
1341,1723,12937 ,52.6/sq mi,1723,12937 
1342,2527,13092 ,52.0/sq mi,2527,13092 
1343,2261,14747 ,51.8/sq mi,2261,14747 
1344,5638,14801 ,51.7/sq mi,5638,14801 
1345,3741,13491 ,51.7/sq mi,3741,13491 
1346,793,13863 ,51.6/sq mi,793,13863 
1347,245,12770 ,51.3/sq mi,245,12770 
1348,2231,14879 ,51.3/sq mi,2231,14879 
1349,2415,12149 ,51.3/sq mi,2415,12149 
1350,1295,14008 ,51.2/sq mi,1295,14008 
1351,1078,14091 ,50.7/sq mi,1078,14091 
1352,1498,13334 ,50.5/sq mi,1498,13334 
1353,2171,14101 ,50.5/sq mi,2171,14101 
1354,1217,13807 ,50.3/sq mi,1217,13807 
1355,3453,13411 ,50.2/sq mi,3453,13411 
1356,2980,13622 ,50.0/sq mi,2980,13622 
1357,815,12860 ,50.0/sq mi,815,12860 
1358,1111,13780 ,49.6/sq mi,1111,13780 
1359,594,14462 ,49.6/sq mi,594,14462 
1360,1949,12116 ,49.5/sq mi,1949,12116 
1361,1843,12958 ,49.4/sq mi,1843,12958 
1362,855,14037 ,49.4/sq mi,855,14037 
1363,709,12763 ,49.1/sq mi,709,12763 
1364,1976,14711 ,49.0/sq mi,1976,14711 
1365,1915,12193 ,48.8/sq mi,1915,12193 
1366,1825,14065 ,48.8/sq mi,1825,14065 
1367,2680,14782 ,48.7/sq mi,2680,14782 
1368,368,12724 ,48.7/sq mi,368,12724 
1369,475,13468 ,48.3/sq mi,475,13468 
1370,808,14842 ,48.3/sq mi,808,14842 
1371,1189,14054 ,47.8/sq mi,1189,14054 
1372,4386,12944 ,47.7/sq mi,4386,12944 
1373,268,14486 ,47.6/sq mi,268,14486 
1374,2250,14138 ,47.5/sq mi,2250,14138 
1375,454,12965 ,47.5/sq mi,454,12965 
1376,1936,12581 ,47.4/sq mi,1936,12581 
1377,5161,14727 ,47.1/sq mi,5161,14727 
1378,1477,12052 ,47.1/sq mi,1477,12052 
1379,140,12767 ,47.1/sq mi,140,12767 
1380,1713,14858 ,47.0/sq mi,1713,14858 
1381,1839,13144 ,47.0/sq mi,1839,13144 
1382,1443,12960 ,46.9/sq mi,1443,12960 
1383,1190,13318 ,46.9/sq mi,1190,13318 
1384,1765,14167 ,46.9/sq mi,1765,14167 
1385,616,13141 ,46.8/sq mi,616,13141 
1386,870,14815 ,46.6/sq mi,870,14815 
1387,3617,14823 ,46.6/sq mi,3617,14823 
1388,1860,14560 ,46.6/sq mi,1860,14560 
1389,673,12409 ,46.4/sq mi,673,12409 
1390,4765,14512 ,46.4/sq mi,4765,14512 
1391,909,14841 ,46.4/sq mi,909,14841 
1392,4153,13803 ,46.1/sq mi,4153,13803 
1393,86,14039 ,46.0/sq mi,86,14039 
1394,1436,14129 ,46.0/sq mi,1436,14129 
1395,412,13614 ,46.0/sq mi,412,13614 
1396,240,14736 ,45.9/sq mi,240,14736 
1397,3311,14062 ,45.6/sq mi,3311,14062 
1398,2385,13416 ,45.6/sq mi,2385,13416 
1399,313,12493 ,45.3/sq mi,313,12493 
1400,1461,14055 ,45.1/sq mi,1461,14055 
1401,5020,13830 ,45.1/sq mi,5020,13830 
1402,2000,13433 ,45.1/sq mi,2000,13433 
1403,2101,13620 ,45.0/sq mi,2101,13620 
1404,1024,12028 ,44.8/sq mi,1024,12028 
1405,5,14549 ,44.5/sq mi,5,14549 
1406,886,12087 ,44.4/sq mi,886,12087 
1407,772,12046 ,44.3/sq mi,772,12046 
1408,1470,12521 ,44.3/sq mi,1470,12521 
1409,1193,13061 ,44.2/sq mi,1193,13061 
1410,3561,13754 ,43.9/sq mi,3561,13754 
1411,1312,12726 ,43.8/sq mi,1312,12726 
1412,104,13450 ,43.7/sq mi,104,13450 
1413,1280,12913 ,43.6/sq mi,1280,12913 
1414,1890,14743 ,43.5/sq mi,1890,14743 
1415,3369,14812 ,43.4/sq mi,3369,14812 
1416,3821,13438 ,43.4/sq mi,3821,13438 
1417,793,14748 ,43.4/sq mi,793,14748 
1418,786,12153 ,43.2/sq mi,786,12153 
1419,1650,13335 ,43.2/sq mi,1650,13335 
1420,2413,14809 ,43.2/sq mi,2413,14809 
1421,514,12448 ,43.2/sq mi,514,12448 
1422,657,13804 ,43.1/sq mi,657,13804 
1423,656,14777 ,42.9/sq mi,656,14777 
1424,1598,14818 ,42.8/sq mi,1598,14818 
1425,664,13786 ,42.6/sq mi,664,13786 
1426,3000,13654 ,42.5/sq mi,3000,13654 
1427,1732,14013 ,42.4/sq mi,1732,14013 
1428,2358,12817 ,42.3/sq mi,2358,12817 
1429,3655,13439 ,42.2/sq mi,3655,13439 
1430,220,13418 ,42.2/sq mi,220,13418 
1431,61,14415 ,42.0/sq mi,61,14415 
1432,2559,14813 ,42.0/sq mi,2559,14813 
1433,3120,14755 ,41.3/sq mi,3120,14755 
1434,874,12503 ,41.3/sq mi,874,12503 
1435,1096,13864 ,41.1/sq mi,1096,13864 
1436,6655,13316 ,41.0/sq mi,6655,13316 
1437,114,12924 ,40.7/sq mi,114,12924 
1438,2764,14807 ,40.7/sq mi,2764,14807 
1439,137,12407 ,40.7/sq mi,137,12407 
1440,5940,13309 ,40.6/sq mi,5940,13309 
1441,2284,14775 ,40.6/sq mi,2284,14775 
1442,2069,13459 ,40.5/sq mi,2069,13459 
1443,4372,12122 ,40.3/sq mi,4372,12122 
1444,1954,12926 ,40.3/sq mi,1954,12926 
1445,3247,12138 ,40.3/sq mi,3247,12138 
1446,700,12120 ,39.8/sq mi,700,12120 
1447,989,13071 ,39.8/sq mi,989,13071 
1448,1532,12959 ,39.6/sq mi,1532,12959 
1449,1292,14507 ,39.4/sq mi,1292,14507 
1450,244,12987 ,39.3/sq mi,244,12987 
1451,2005,14171 ,39.2/sq mi,2005,14171 
1452,2948,13691 ,39.0/sq mi,2948,13691 
1453,3352,12966 ,38.9/sq mi,3352,12966 
1454,303,12439 ,38.6/sq mi,303,12439 
1455,1552,14591 ,38.4/sq mi,1552,14591 
1456,5124,12946 ,38.4/sq mi,5124,12946 
1457,2832,14873 ,38.3/sq mi,2832,14873 
1458,1324,12060 ,38.2/sq mi,1324,12060 
1459,1372,13147 ,38.2/sq mi,1372,13147 
1460,956,14803 ,38.2/sq mi,956,14803 
1461,2560,12197 ,38.0/sq mi,2560,12197 
1462,1305,14861 ,37.8/sq mi,1305,14861 
1463,2021,14767 ,37.7/sq mi,2021,14767 
1464,2515,12529 ,37.6/sq mi,2515,12529 
1465,1127,14836 ,37.5/sq mi,1127,14836 
1466,1530,12941 ,37.5/sq mi,1530,12941 
1467,682,12136 ,37.5/sq mi,682,12136 
1468,1502,13608 ,37.4/sq mi,1502,13608 
1469,110,13364 ,37.2/sq mi,110,13364 
1470,2019,13660 ,37.2/sq mi,2019,13660 
1471,2036,13146 ,37.2/sq mi,2036,13146 
1472,2252,13736 ,37.1/sq mi,2252,13736 
1473,2264,14826 ,37.1/sq mi,2264,14826 
1474,1362,13808 ,36.9/sq mi,1362,13808 
1475,3501,14719 ,36.9/sq mi,3501,14719 
1476,2007,13843 ,36.8/sq mi,2007,13843 
1477,1905,12996 ,36.8/sq mi,1905,12996 
1478,590,14878 ,36.8/sq mi,590,14878 
1479,1301,13680 ,36.7/sq mi,1301,13680 
1480,1062,13081 ,36.7/sq mi,1062,13081 
1481,1371,14418 ,36.7/sq mi,1371,14418 
1482,2120,12023 ,36.6/sq mi,2120,12023 
1483,3442,13471 ,36.5/sq mi,3442,13471 
1484,620,14113 ,36.4/sq mi,620,14113 
1485,304,12741 ,36.3/sq mi,304,12741 
1486,515,12434 ,36.3/sq mi,515,12434 
1487,158,12042 ,36.3/sq mi,158,12042 
1488,211,12778 ,36.2/sq mi,211,12778 
1489,1,10020 ,36.2/sq mi,1,10020 
1490,1361,12967 ,36.2/sq mi,1361,12967 
1491,3997,14737 ,36.1/sq mi,3997,14737 
1492,346,12169 ,36.1/sq mi,346,12169 
1493,921,14897 ,36.1/sq mi,921,14897 
1494,2218,14741 ,36.0/sq mi,2218,14741 
1495,1002,14855 ,35.7/sq mi,1002,14855 
1496,1594,14889 ,35.4/sq mi,1594,14889 
1497,1745,13052 ,35.3/sq mi,1745,13052 
1498,662,12494 ,35.3/sq mi,662,12494 
1499,847,13844 ,35.2/sq mi,847,13844 
1500,114,12031 ,35.1/sq mi,114,12031 
1501,89,13484 ,34.9/sq mi,89,13484 
1502,770,12175 ,34.7/sq mi,770,12175 
1503,6570,13856 ,34.6/sq mi,6570,13856 
1504,2021,14898 ,34.6/sq mi,2021,14898 
1505,1632,12496 ,34.5/sq mi,1632,12496 
1506,1841,13775 ,34.4/sq mi,1841,13775 
1507,7958,12983 ,34.4/sq mi,7958,12983 
1508,392,12064 ,34.3/sq mi,392,12064 
1509,1213,13303 ,34.3/sq mi,1213,13303 
1510,2699,14739 ,34.1/sq mi,2699,14739 
1511,634,13337 ,34.1/sq mi,634,13337 
1512,565,14754 ,34.0/sq mi,565,14754 
1513,1920,13625 ,33.9/sq mi,1920,13625 
1514,1934,12155 ,33.9/sq mi,1934,12155 
1515,63,13696 ,33.8/sq mi,63,13696 
1516,1551,13302 ,33.8/sq mi,1551,13302 
1517,2895,13656 ,33.8/sq mi,2895,13656 
1518,1795,13618 ,33.8/sq mi,1795,13618 
1519,955,13361 ,33.7/sq mi,955,13361 
1520,1114,12502 ,33.5/sq mi,1114,12502 
1521,944,14805 ,33.4/sq mi,944,14805 
1522,1467,12474 ,33.2/sq mi,1467,12474 
1523,2486,14724 ,33.2/sq mi,2486,14724 
1524,271,13846 ,33.2/sq mi,271,13846 
1525,1676,13661 ,33.2/sq mi,1676,13661 
1526,201,12736 ,33.0/sq mi,201,12736 
1527,1433,13650 ,32.9/sq mi,1433,13650 
1528,56,13333 ,32.9/sq mi,56,13333 
1529,1053,12914 ,32.8/sq mi,1053,12914 
1530,713,11957 ,32.6/sq mi,713,11957 
1531,1413,13665 ,32.4/sq mi,1413,13665 
1532,500,12436 ,32.3/sq mi,500,12436 
1533,1477,12814 ,32.2/sq mi,1477,12814 
1534,294,12495 ,32.2/sq mi,294,12495 
1535,391,12998 ,32.2/sq mi,391,12998 
1536,1188,13348 ,32.1/sq mi,1188,13348 
1537,322,14082 ,32.1/sq mi,322,14082 
1538,1830,13343 ,32.0/sq mi,1830,13343 
1539,1617,14709 ,32.0/sq mi,1617,14709 
1540,858,13750 ,31.7/sq mi,858,13750 
1541,2627,14735 ,31.5/sq mi,2627,14735 
1542,1326,13835 ,31.4/sq mi,1326,13835 
1543,643,13155 ,31.4/sq mi,643,13155 
1544,58,14542 ,31.3/sq mi,58,14542 
1545,2046,12910 ,31.3/sq mi,2046,12910 
1546,2149,14806 ,31.2/sq mi,2149,14806 
